names,topic0,topic1,topic2,topic3,topic4,topic5,topic6,topic7,topic8,topic9,topic10,topic11,topic12,topic13,topic14,topic15,topic16,topic17,topic18,topic19,topic20,topic21,topic22,topic23,topic24,topic25,topic26,topic27,topic28,topic29
holon_cathar_01,0.000598,0.010067016,0.000224,0.020459224,0.363080378,0.000564,0.000456,0.000806,0.000354,0.100735661,0.000324,0.079073039,0.000387,0.197159415,0.068919273,0.000295,0.000206,0.000855,0.003106031,0.023886264,0.000315,0.000238,0.000477,0.010688503,0.046083919,0.000197,0.000758,0.069132999,0.000309,0.000245
holon_cathar_02,0.000593,0.000267,0.000222,0.000855,0.54390782,0.000558,0.000452,0.000798,0.000351,0.022137087,0.000321,0.000685,0.000383,0.21465174,0.000332,0.000292,0.000204,0.000847,0.003075894,0.023654504,0.000312,0.000236,0.000472,0.010584796,0.171771186,0.000195,0.000751,0.000544,0.000306,0.000243
holon_cathar_03,0.000593,0.000267,0.000222,0.000855,0.592421052,0.000558,0.000452,0.000798,0.000351,0.012434441,0.000321,0.000685,0.000383,0.243759679,0.000332,0.000292,0.000204,0.000847,0.003075894,0.06246509,0.000312,0.000236,0.000472,0.000882,0.074744722,0.000195,0.000751,0.000544,0.000306,0.000243
holon_cathar_04,0.000593,0.000267,0.000222,0.059071301,0.495394587,0.000558,0.029559674,0.000798,0.000351,0.109460905,0.000321,0.000685,0.000383,0.001193519,0.000332,0.000292,0.000204,0.000847,0.070994419,0.081870383,0.000312,0.000236,0.000472,0.000882,0.142663247,0.000195,0.000751,0.000544,0.000306,0.000243
holon_cathar_05,0.000593,0.000267,0.000222,0.049368655,0.553610466,0.000558,0.000452,0.000798,0.000351,0.012434441,0.000321,0.000685,0.000383,0.010896165,0.010034695,0.000292,0.000204,0.000847,0.003075894,0.081870383,0.000312,0.000236,0.000472,0.000882,0.249392358,0.000195,0.020156361,0.000544,0.000306,0.000243
holon_cathar_06,0.049586868,0.000269,0.000224,0.206615717,0.333687248,0.000564,0.000456,0.000806,0.000354,0.00275856,0.000324,0.000691,0.000387,0.020800633,0.000335,0.000295,0.000206,0.000855,0.042296872,0.112065655,0.000315,0.000238,0.000477,0.010688503,0.173454151,0.019792146,0.020353847,0.000549,0.000309,0.000245
holon_cathar_07,0.000598,0.000269,0.078605729,0.069447775,0.441462059,0.000564,0.000456,0.000806,0.010151707,0.110533371,0.000324,0.000691,0.000387,0.059991473,0.000335,0.000295,0.000206,0.000855,0.003106031,0.170851916,0.000315,0.000238,0.000477,0.000891,0.036286209,0.000197,0.000758,0.010346738,0.000309,0.000245
holon_cathar_08,0.000593,0.000267,0.000222,0.000855,0.281936366,0.000558,0.000452,0.000798,0.010053208,0.342324419,0.000321,0.000685,0.000383,0.001193519,0.000332,0.019697,0.000204,0.000847,0.080697066,0.159491554,0.010014696,0.000236,0.000472,0.029990089,0.045636783,0.000195,0.000751,0.000544,0.010009125,0.000243
holon_cathar_09,0.000598,0.000269,0.000224,0.000864,0.421866639,0.000564,0.000456,0.000806,0.049342547,0.228105893,0.000324,0.000691,0.000387,0.001205212,0.000335,0.000295,0.000206,0.010652572,0.042296872,0.004290844,0.000315,0.000238,0.000477,0.000891,0.232240412,0.000197,0.000758,0.000549,0.000309,0.000245
holon_cathar_10,0.010295158,0.000267,0.000222,0.029963362,0.320746952,0.010260696,0.000452,0.020203471,0.068269087,0.293811187,0.000321,0.020089943,0.000383,0.010896165,0.000332,0.048804939,0.000204,0.000847,0.003075894,0.043059797,0.000312,0.000236,0.000472,0.029990089,0.084447369,0.000195,0.000751,0.000544,0.000306,0.000243
holon_cathar_11,0.000593,0.000267,0.000222,0.000855,0.233423134,0.000558,0.029559674,0.000798,0.048863794,0.022137087,0.058537198,0.039495236,0.000383,0.001193519,0.000332,0.000292,0.029311467,0.000847,0.003075894,0.188599493,0.000312,0.000236,0.000472,0.010584796,0.268797651,0.000195,0.000751,0.000544,0.058522358,0.000243
holon_cathar_12,0.000598,0.000269,0.000224,0.000864,0.372878088,0.000564,0.000456,0.000806,0.000354,0.081140241,0.000324,0.000691,0.000387,0.167766285,0.000335,0.000295,0.000206,0.000855,0.052094582,0.072874815,0.000315,0.000238,0.000477,0.000891,0.212644991,0.000197,0.020353847,0.010346738,0.000309,0.000245
holon_cathar_13,0.000593,0.000267,0.000222,0.282232169,0.223720487,0.000558,0.06837026,0.000798,0.000351,0.022137087,0.000321,0.039495236,0.010085675,0.07881469,0.000332,0.000292,0.000204,0.000847,0.129210298,0.004249211,0.000312,0.000236,0.000472,0.000882,0.132960601,0.000195,0.000751,0.000544,0.000306,0.000243
holon_cathar_14,0.000598,0.000269,0.000224,0.000864,0.51004603,0.000564,0.000456,0.000806,0.000354,0.01255627,0.000324,0.000691,0.000387,0.001205212,0.000335,0.000295,0.039396362,0.000855,0.120678553,0.170851916,0.000315,0.000238,0.000477,0.000891,0.13426331,0.000197,0.000758,0.000549,0.000309,0.000245
holon_cathar_15,0.000598,0.000269,0.000224,0.000864,0.4806529,0.059349778,0.000456,0.010603708,0.147319649,0.02235398,0.000324,0.000691,0.000387,0.001205212,0.000335,0.000295,0.000206,0.000855,0.003106031,0.063077105,0.000315,0.000238,0.000477,0.000891,0.202847281,0.000197,0.000758,0.000549,0.000309,0.000245
holon_cathar_16,0.019997805,0.000267,0.000222,0.214313644,0.301341659,0.000558,0.000452,0.000798,0.000351,0.022137087,0.000321,0.000685,0.000383,0.166138508,0.000332,0.000292,0.000204,0.000847,0.012778541,0.03335715,0.000312,0.000236,0.000472,0.000882,0.220284419,0.000195,0.000751,0.000544,0.000306,0.000243
holon_cathar_17,0.029991448,0.000269,0.000224,0.010661514,0.539439161,0.010361227,0.000456,0.088985389,0.000354,0.00275856,0.000324,0.000691,0.000387,0.030598343,0.000335,0.000295,0.000206,0.000855,0.003106031,0.072874815,0.000315,0.000238,0.000477,0.000891,0.183251861,0.000197,0.000758,0.020144448,0.000309,0.000245
holon_cathar_18,0.039403098,0.000267,0.000222,0.000855,0.573015759,0.000558,0.010154381,0.000798,0.000351,0.051245026,0.000321,0.068603175,0.000383,0.001193519,0.000332,0.000292,0.000204,0.000847,0.012778541,0.052762443,0.000312,0.000236,0.000472,0.000882,0.094150015,0.000195,0.000751,0.000544,0.000306,0.087566645
holon_cathar_19,0.000593,0.000267,0.000222,0.020260715,0.359557537,0.000558,0.000452,0.000798,0.010053208,0.157974137,0.000321,0.068603175,0.000383,0.098219983,0.000332,0.000292,0.000204,0.000847,0.003075894,0.043059797,0.000312,0.000236,0.000472,0.000882,0.191176479,0.000195,0.039561654,0.000544,0.000306,0.000243
holon_cathar_20,0.000593,0.058482571,0.000222,0.068773948,0.456584002,0.000558,0.000452,0.039608763,0.000351,0.099758258,0.000321,0.175332286,0.000383,0.001193519,0.000332,0.000292,0.000204,0.029954507,0.012778541,0.013951858,0.000312,0.000236,0.000472,0.000882,0.035934136,0.000195,0.000751,0.000544,0.000306,0.000243
holon_cathar_21,0.029700451,0.000267,0.00992452,0.000855,0.233423134,0.000558,0.000452,0.04931141,0.039161148,0.119163551,0.000321,0.039495236,0.000383,0.001193519,0.116763806,0.000292,0.000204,0.000847,0.04188648,0.03335715,0.000312,0.000236,0.000472,0.010584796,0.268797651,0.000195,0.000751,0.000544,0.000306,0.000243
holon_cathar_22,0.039403098,0.000267,0.000222,0.078476594,0.427476062,0.000558,0.000452,0.04931141,0.000351,0.002731794,0.000321,0.000685,0.000383,0.001193519,0.029439988,0.000292,0.000204,0.000847,0.070994419,0.004249211,0.000312,0.000236,0.000472,0.010584796,0.278500297,0.000195,0.000751,0.000544,0.000306,0.000243
holon_cathar_23,0.000598,0.000269,0.000224,0.000864,0.647213972,0.000564,0.000456,0.000806,0.000354,0.090937951,0.000324,0.000691,0.000387,0.020800633,0.000335,0.108069377,0.000206,0.000855,0.032499162,0.023886264,0.000315,0.000238,0.000477,0.000891,0.065679339,0.000197,0.000758,0.000549,0.000309,0.000245
holon_cathar_24,0.000593,0.000267,0.000222,0.000855,0.485691941,0.000558,0.000452,0.000798,0.000351,0.070650319,0.000321,0.000685,0.000383,0.001193519,0.000332,0.000292,0.000204,0.000847,0.100102359,0.004249211,0.000312,0.019640951,0.029580438,0.000882,0.278500297,0.000195,0.000751,0.000544,0.000306,0.000243
holon_cathar_25,0.000593,0.000267,0.000222,0.000855,0.611826345,0.000558,0.000452,0.04931141,0.000351,0.080352966,0.000321,0.000685,0.000383,0.059409397,0.000332,0.000292,0.000204,0.000847,0.003075894,0.004249211,0.000312,0.000236,0.000472,0.000882,0.181473833,0.000195,0.000751,0.000544,0.000306,0.000243
holon_cathar_26,0.08791633,0.000267,0.000222,0.156097765,0.184909902,0.010260696,0.000452,0.000798,0.000351,0.381135005,0.000321,0.000685,0.000383,0.001193519,0.000332,0.000292,0.000204,0.000847,0.003075894,0.013951858,0.000312,0.000236,0.000472,0.029990089,0.055339429,0.068113342,0.000751,0.000544,0.000306,0.000243
holon_cathar_27,0.000604,0.000272,0.000226,0.000872,0.416146209,0.079726334,0.000461,0.000814,0.000357,0.141311026,0.000328,0.040276819,0.020179919,0.001217138,0.000339,0.000297,0.000208,0.000863,0.05261004,0.152753127,0.000318,0.00024,0.000482,0.0009,0.086118524,0.000199,0.000766,0.000554,0.000313,0.000248
holon_cathar_28,0.000593,0.000267,0.000222,0.000855,0.40807077,0.000558,0.000452,0.000798,0.000351,0.187082076,0.000321,0.020089943,0.000383,0.010896165,0.000332,0.000292,0.000204,0.000847,0.129210298,0.004249211,0.000312,0.000236,0.000472,0.039692735,0.191176479,0.000195,0.000751,0.000544,0.000306,0.000243
holon_cathar_29,0.049105744,0.000267,0.058437752,0.000855,0.214017841,0.000558,0.000452,0.000798,0.116782319,0.051245026,0.000321,0.000685,0.000383,0.001193519,0.000332,0.000292,0.000204,0.000847,0.003075894,0.013951858,0.000312,0.000236,0.029580438,0.000882,0.259095004,0.000195,0.000751,0.000544,0.019711772,0.174890463
holon_cathar_30,0.165537501,0.000267,0.000222,0.000855,0.281936366,0.000558,0.000452,0.000798,0.000351,0.002731794,0.000321,0.107413761,0.010085675,0.001193519,0.000332,0.000292,0.000204,0.000847,0.012778541,0.023654504,0.000312,0.000236,0.000472,0.000882,0.346418822,0.000195,0.000751,0.000544,0.039117065,0.000243
holon_cathar_31,0.000604,0.000272,0.000226,0.030556316,0.376567588,0.000569,0.000461,0.000814,0.000357,0.002785855,0.000328,0.020487509,0.000391,0.030901103,0.000339,0.000297,0.000208,0.000863,0.022926075,0.241805023,0.138843397,0.00024,0.000482,0.0009,0.125697144,0.000199,0.000766,0.000554,0.000313,0.000248
holon_cathar_32,0.100545653,0.000275,0.000229,0.060842295,0.150479463,0.000575,0.000465,0.000822,0.000361,0.002813695,0.000331,0.230556544,0.000395,0.001229301,0.000342,0.0003,0.00021,0.000872,0.003168112,0.024363681,0.140230933,0.000243,0.000487,0.010902135,0.176920992,0.000201,0.000774,0.00056,0.000316,0.090191947
holon_cathar_33,0.000593,0.000267,0.000222,0.000855,0.369260184,0.000558,0.000452,0.068716703,0.000351,0.070650319,0.000321,0.029792589,0.000383,0.001193519,0.000332,0.000292,0.000204,0.000847,0.003075894,0.149788908,0.10704116,0.000236,0.000472,0.000882,0.191176479,0.000195,0.000751,0.000544,0.000306,0.000243
holon_cathar_34,0.000593,0.000267,0.000222,0.000855,0.388665477,0.000558,0.000452,0.000798,0.000351,0.002731794,0.000321,0.010387297,0.000383,0.001193519,0.000332,0.000292,0.000204,0.000847,0.032183834,0.227410079,0.000312,0.000236,0.000472,0.078503321,0.210581772,0.000195,0.039561654,0.000544,0.000306,0.000243
holon_cathar_35,0.000593,0.000267,0.029329813,0.000855,0.291639012,0.049071282,0.000452,0.000798,0.000351,0.031839734,0.000321,0.000685,0.000383,0.049706751,0.000332,0.009994353,0.000204,0.000847,0.04188648,0.217707433,0.000312,0.136072708,0.000472,0.000882,0.132960601,0.000195,0.000751,0.000544,0.000306,0.000243
holon_cathar_36,0.000604,0.059639901,0.000226,0.000872,0.198463796,0.000569,0.000461,0.020603283,0.000357,0.091837751,0.000328,0.000698,0.129021125,0.001217138,0.000339,0.000297,0.000208,0.000863,0.121872626,0.212121057,0.000318,0.00024,0.000482,0.0009,0.15538111,0.000199,0.000766,0.000554,0.000313,0.000248
holon_cathar_37,0.000593,0.000267,0.000222,0.000855,0.340152245,0.019963342,0.000452,0.000798,0.000351,0.012434441,0.000321,0.126819054,0.000383,0.001193519,0.000332,0.000292,0.000204,0.000847,0.04188648,0.101275675,0.000312,0.000236,0.000472,0.000882,0.317310883,0.000195,0.000751,0.02965164,0.000306,0.000243
holon_cathar_38,0.000593,0.019671985,0.000222,0.000855,0.446881355,0.000558,0.000452,0.088121996,0.000351,0.002731794,0.000321,0.000685,0.048896261,0.040004104,0.000332,0.000292,0.000204,0.000847,0.061291773,0.023654504,0.000312,0.000236,0.000472,0.010584796,0.239689711,0.000195,0.000751,0.000544,0.000306,0.009945474
holon_cathar_39,0.000598,0.000269,0.000224,0.000864,0.51004603,0.000564,0.000456,0.000806,0.000354,0.01255627,0.000324,0.030084489,0.000387,0.001205212,0.000335,0.000295,0.000206,0.000855,0.061892292,0.161054206,0.000315,0.000238,0.000477,0.000891,0.212644991,0.000197,0.000758,0.000549,0.000309,0.000245
holon_cathar_40,0.000593,0.000267,0.000222,0.000855,0.485691941,0.000558,0.019857028,0.000798,0.000351,0.022137087,0.000321,0.000685,0.000383,0.107922629,0.000332,0.000292,0.000204,0.02025186,0.012778541,0.091573029,0.000312,0.000236,0.000472,0.000882,0.191176479,0.039005403,0.000751,0.000544,0.000306,0.000243
holon_cathar_41,0.000598,0.000269,0.000224,0.128234036,0.333687248,0.000564,0.000456,0.000806,0.000354,0.00275856,0.000324,0.000691,0.010184492,0.001205212,0.000335,0.000295,0.000206,0.000855,0.052094582,0.190447336,0.000315,0.000238,0.029870258,0.000891,0.202847281,0.000197,0.039949267,0.000549,0.000309,0.000245
holon_cathar_42,0.000598,0.000269,0.000224,0.000864,0.451259769,0.000564,0.000456,0.000806,0.000354,0.02235398,0.000324,0.000691,0.000387,0.011002923,0.000335,0.000295,0.010003232,0.000855,0.012903741,0.161054206,0.000315,0.000238,0.000477,0.040081633,0.281228962,0.000197,0.000758,0.000549,0.000309,0.000245
holon_cathar_43,0.117024269,0.000267,0.000222,0.000855,0.320746952,0.000558,0.000452,0.000798,0.000351,0.002731794,0.000321,0.000685,0.000383,0.001193519,0.039142635,0.000292,0.000204,0.068765092,0.003075894,0.043059797,0.048825282,0.000236,0.126606902,0.000882,0.220284419,0.000195,0.000751,0.000544,0.000306,0.000243
holon_cathar_44,0.010295158,0.000267,0.00992452,0.000855,0.446881355,0.000558,0.000452,0.000798,0.000351,0.04154238,0.000321,0.029792589,0.039193615,0.001193519,0.000332,0.000292,0.000204,0.000847,0.080697066,0.149788908,0.000312,0.000236,0.000472,0.000882,0.181473833,0.000195,0.000751,0.000544,0.000306,0.000243
holon_cathar_45,0.000593,0.000267,0.000222,0.000855,0.204315195,0.000558,0.039262321,0.000798,0.000351,0.012434441,0.000321,0.000685,0.000383,0.010896165,0.07795322,0.000292,0.000204,0.039657153,0.022481187,0.217707433,0.000312,0.000236,0.000472,0.010584796,0.288202944,0.000195,0.068669593,0.000544,0.000306,0.000243
holon_cathar_46,0.000593,0.349561964,0.000222,0.000855,0.281936366,0.000558,0.000452,0.000798,0.000351,0.002731794,0.000321,0.000685,0.000383,0.001193519,0.000332,0.000292,0.000204,0.010549214,0.032183834,0.208004786,0.000312,0.000236,0.000472,0.029990089,0.074744722,0.000195,0.000751,0.000544,0.000306,0.000243
holon_cathar_47,0.000598,0.000269,0.000224,0.000864,0.647213972,0.000564,0.000456,0.000806,0.000354,0.06154482,0.000324,0.000691,0.000387,0.020800633,0.000335,0.000295,0.000206,0.000855,0.012903741,0.053279394,0.010112817,0.000238,0.000477,0.010688503,0.173454151,0.000197,0.000758,0.000549,0.000309,0.000245
holon_cathar_48,0.000598,0.000269,0.000224,0.020459224,0.421866639,0.000564,0.000456,0.000806,0.000354,0.02235398,0.000324,0.000691,0.000387,0.001205212,0.000335,0.000295,0.000206,0.000855,0.042296872,0.170851916,0.000315,0.000238,0.11804965,0.000891,0.193049571,0.000197,0.000758,0.000549,0.000309,0.000245
holon_cathar_49,0.000616,0.000277,0.000231,0.00089,0.505303048,0.000581,0.00047,0.010924823,0.040742383,0.012936514,0.000334,0.051184378,0.000398,0.00124171,0.000345,0.000303,0.000212,0.000881,0.043577759,0.135648201,0.000325,0.000245,0.02068041,0.021106602,0.128234823,0.000203,0.000781,0.000566,0.020507687,0.000253
holon_cathar_50,0.000593,0.029374632,0.000222,0.000855,0.563313112,0.000558,0.000452,0.000798,0.000351,0.002731794,0.000321,0.000685,0.000383,0.001193519,0.000332,0.029399646,0.000204,0.000847,0.032183834,0.023654504,0.000312,0.000236,0.000472,0.000882,0.307608236,0.000195,0.000751,0.000544,0.000306,0.000243
holon_cathar_51,0.000593,0.000267,0.000222,0.000855,0.40807077,0.000558,0.000452,0.000798,0.000351,0.022137087,0.000321,0.000685,0.000383,0.040004104,0.000332,0.000292,0.000204,0.000847,0.051589127,0.149788908,0.000312,0.009938304,0.000472,0.000882,0.307608236,0.000195,0.000751,0.000544,0.000306,0.000243
holon_cathar_52,0.000598,0.000269,0.010021758,0.000864,0.559034581,0.000564,0.000456,0.000806,0.000354,0.00275856,0.000324,0.000691,0.010184492,0.001205212,0.010133012,0.000295,0.000206,0.000855,0.081487712,0.151256496,0.000315,0.029631097,0.000477,0.000891,0.1244656,0.000197,0.000758,0.000549,0.000309,0.010042917
holon_cathar_53,0.000604,0.000272,0.000226,0.000872,0.53488207,0.000569,0.000461,0.000814,0.000357,0.002785855,0.000328,0.000698,0.000391,0.040795758,0.03991724,0.000297,0.000208,0.000863,0.003136764,0.132963817,0.000318,0.00024,0.000482,0.020688917,0.21474904,0.000199,0.000766,0.000554,0.000313,0.000248
holon_cathar_54,0.020193738,0.000269,0.000224,0.000864,0.51004603,0.029956648,0.000456,0.000806,0.000354,0.02235398,0.000324,0.000691,0.000387,0.001205212,0.000335,0.000295,0.000206,0.000855,0.003106031,0.063077105,0.000315,0.000238,0.000477,0.000891,0.340015223,0.000197,0.000758,0.000549,0.000309,0.000245
holon_cathar_55,0.000604,0.000272,0.000226,0.000872,0.435935519,0.050042369,0.010355329,0.000814,0.000357,0.002785855,0.000328,0.000698,0.000391,0.070479723,0.000339,0.000297,0.000208,0.000863,0.042715385,0.073595886,0.000318,0.00024,0.000482,0.020688917,0.284011626,0.000199,0.000766,0.000554,0.000313,0.000248
holon_cathar_56,0.00061,0.000275,0.000229,0.100816446,0.290388991,0.000575,0.000465,0.000822,0.000361,0.052781384,0.000331,0.050672865,0.000395,0.001229301,0.000342,0.0003,0.00021,0.000872,0.023155187,0.064337831,0.000321,0.000243,0.000487,0.000909,0.406772359,0.000201,0.000774,0.00056,0.000316,0.00025
holon_cathar_57,0.000598,0.000269,0.000224,0.000864,0.421866639,0.000564,0.000456,0.010603708,0.000354,0.00275856,0.000324,0.12806159,0.000387,0.011002923,0.000335,0.000295,0.000206,0.079236543,0.012903741,0.033683974,0.000315,0.000238,0.000477,0.000891,0.281228962,0.000197,0.010556137,0.000549,0.000309,0.000245
holon_cathar_58,0.001487095,0.000669,0.000557,0.002146952,0.22057107,0.001400601,0.00113377,0.19681797,0.00088,0.079911805,0.000806,0.001718344,0.000961,0.00299551,0.000833,0.000732,0.000511,0.002124727,0.007719923,0.181127585,0.000783,0.000591,0.196000575,0.002214031,0.090187994,0.000489,0.001885041,0.001364588,0.000769,0.000609
holon_lauren_00,0.000593,0.000267,0.000222,0.029963362,0.262531073,0.000558,0.000452,0.04931141,0.000351,0.17737943,0.000321,0.000685,0.000383,0.001193519,0.000332,0.000292,0.000204,0.000847,0.080697066,0.149788908,0.000312,0.000236,0.000472,0.000882,0.220284419,0.000195,0.020156361,0.000544,0.000306,0.000243
holon_lauren_01,0.000598,0.000269,0.000224,0.098840905,0.294496407,0.000564,0.000456,0.000806,0.000354,0.257499023,0.000324,0.000691,0.000387,0.001205212,0.000335,0.000295,0.000206,0.010652572,0.022701451,0.014088554,0.059101368,0.000238,0.020072548,0.000891,0.212644991,0.000197,0.000758,0.000549,0.000309,0.000245
holon_lauren_02,0.000593,0.000267,0.000222,0.068773948,0.485691941,0.000558,0.000452,0.000798,0.000351,0.002731794,0.000321,0.000685,0.000383,0.001193519,0.000332,0.009994353,0.000204,0.000847,0.003075894,0.052762443,0.000312,0.000236,0.000472,0.000882,0.356121469,0.000195,0.000751,0.010246347,0.000306,0.000243
holon_lauren_03,0.000593,0.000267,0.000222,0.136692473,0.582718405,0.000558,0.000452,0.000798,0.000351,0.080352966,0.000321,0.000685,0.000383,0.069112044,0.000332,0.000292,0.000204,0.010549214,0.003075894,0.013951858,0.000312,0.000236,0.000472,0.000882,0.094150015,0.000195,0.000751,0.000544,0.000306,0.000243
holon_lauren_04,0.000604,0.000272,0.000226,0.040450971,0.53488207,0.050042369,0.000461,0.060181904,0.000357,0.01268051,0.000328,0.020487509,0.000391,0.001217138,0.000339,0.000297,0.000208,0.000863,0.003136764,0.202226402,0.000318,0.00024,0.000482,0.0009,0.066329214,0.000199,0.000766,0.000554,0.000313,0.000248
holon_lauren_05,0.000598,0.000269,0.000224,0.059650065,0.343484958,0.000564,0.000456,0.000806,0.000354,0.00275856,0.000324,0.000691,0.000387,0.001205212,0.000335,0.000295,0.000206,0.000855,0.052094582,0.131661076,0.000315,0.000238,0.000477,0.000891,0.398801484,0.000197,0.000758,0.000549,0.000309,0.000245
holon_lauren_06,0.000598,0.000269,0.000224,0.089043195,0.50024832,0.000564,0.000456,0.000806,0.000354,0.02235398,0.000324,0.000691,0.000387,0.001205212,0.000335,0.000295,0.000206,0.000855,0.091285423,0.200245047,0.000315,0.000238,0.000477,0.000891,0.085274759,0.000197,0.000758,0.000549,0.000309,0.000245
holon_lauren_07,0.000598,0.000269,0.000224,0.196818007,0.284698697,0.010361227,0.000456,0.000806,0.000354,0.00275856,0.000324,0.010489068,0.000387,0.001205212,0.000335,0.000295,0.000206,0.000855,0.003106031,0.180649626,0.000315,0.000238,0.000477,0.000891,0.183251861,0.000197,0.000758,0.000549,0.029702612,0.088424598
holon_lauren_08,0.000593,0.000267,0.000222,0.010558069,0.146099316,0.019963342,0.000452,0.000798,0.000351,0.225892662,0.000321,0.000685,0.097409493,0.001193519,0.000332,0.000292,0.000204,0.000847,0.012778541,0.246815372,0.000312,0.000236,0.000472,0.000882,0.229987065,0.000195,0.000751,0.000544,0.000306,0.000243
holon_lauren_09,0.000598,0.000269,0.000224,0.089043195,0.196519305,0.000564,0.000456,0.000806,0.000354,0.355476125,0.000324,0.000691,0.000387,0.001205212,0.000335,0.000295,0.000206,0.040045702,0.003106031,0.229638177,0.000315,0.000238,0.000477,0.000891,0.065679339,0.000197,0.010556137,0.000549,0.000309,0.000245
holon_lauren_10,0.000593,0.000267,0.000222,0.000855,0.475989295,0.000558,0.000452,0.000798,0.000351,0.04154238,0.000321,0.010387297,0.010085675,0.030301458,0.000332,0.000292,0.000204,0.000847,0.003075894,0.052762443,0.000312,0.000236,0.000472,0.000882,0.365824115,0.000195,0.000751,0.000544,0.000306,0.000243
holon_lauren_11,0.000593,0.000267,0.00992452,0.000855,0.320746952,0.049071282,0.000452,0.000798,0.000351,0.002731794,0.000321,0.000685,0.000383,0.001193519,0.000332,0.000292,0.000204,0.000847,0.022481187,0.043059797,0.000312,0.000236,0.000472,0.000882,0.404634701,0.000195,0.000751,0.000544,0.010009125,0.126377231
holon_lauren_12,0.000593,0.000267,0.000222,0.059071301,0.281936366,0.000558,0.000452,0.000798,0.000351,0.109460905,0.000321,0.020089943,0.000383,0.049706751,0.000332,0.000292,0.000204,0.02025186,0.051589127,0.013951858,0.000312,0.000236,0.000472,0.000882,0.385229408,0.000195,0.000751,0.000544,0.000306,0.000243
holon_lauren_13,0.000593,0.000267,0.000222,0.000855,0.485691941,0.000558,0.000452,0.000798,0.000351,0.206487369,0.000321,0.000685,0.000383,0.001193519,0.000332,0.029399646,0.000204,0.059062446,0.100102359,0.043059797,0.000312,0.000236,0.000472,0.010584796,0.055339429,0.000195,0.000751,0.000544,0.000306,0.000243
holon_lauren_14,0.000593,0.000267,0.000222,0.010558069,0.611826345,0.000558,0.000452,0.000798,0.000351,0.012434441,0.000321,0.000685,0.000383,0.185543801,0.000332,0.000292,0.000204,0.0493598,0.022481187,0.023654504,0.019717343,0.000236,0.000472,0.000882,0.055339429,0.000195,0.000751,0.000544,0.000306,0.000243
holon_lauren_15,0.000598,0.000269,0.000224,0.000864,0.431664349,0.000564,0.098433262,0.010603708,0.000354,0.00275856,0.000324,0.000691,0.000387,0.001205212,0.000335,0.000295,0.000206,0.000855,0.120678553,0.121863365,0.000315,0.000238,0.000477,0.000891,0.13426331,0.000197,0.000758,0.069132999,0.000309,0.000245
holon_lauren_16,0.000598,0.000269,0.000224,0.010661514,0.617820842,0.069147488,0.000456,0.010603708,0.000354,0.00275856,0.000324,0.000691,0.000387,0.001205212,0.000335,0.000295,0.000206,0.000855,0.003106031,0.004290844,0.000315,0.000238,0.000477,0.000891,0.251835832,0.000197,0.000758,0.020144448,0.000309,0.000245
holon_lauren_17,0.000604,0.000272,0.039804885,0.000872,0.178674486,0.000569,0.040039295,0.000814,0.000357,0.002785855,0.010222334,0.000698,0.000391,0.021006448,0.000339,0.000297,0.000208,0.010757975,0.09218866,0.103279851,0.000318,0.00024,0.000482,0.0009,0.382958177,0.109039879,0.000766,0.000554,0.000313,0.000248
holon_lauren_18,0.010295158,0.000267,0.000222,0.000855,0.233423134,0.000558,0.019857028,0.000798,0.000351,0.060947673,0.000321,0.000685,0.000383,0.001193519,0.000332,0.000292,0.000204,0.000847,0.003075894,0.314733897,0.010014696,0.000236,0.000472,0.049395382,0.200879126,0.009897464,0.078372239,0.000544,0.000306,0.000243
holon_lauren_19,0.000593,0.000267,0.000222,0.000855,0.340152245,0.000558,0.000452,0.000798,0.000351,0.371432358,0.000321,0.000685,0.000383,0.001193519,0.000332,0.000292,0.000204,0.000847,0.158318237,0.004249211,0.058527928,0.000236,0.000472,0.000882,0.055339429,0.000195,0.000751,0.000544,0.000306,0.000243
holon_lauren_20,0.000593,0.000267,0.000222,0.000855,0.37896283,0.000558,0.000452,0.000798,0.000351,0.187082076,0.000321,0.000685,0.000383,0.137030569,0.000332,0.000292,0.000204,0.000847,0.04188648,0.013951858,0.000312,0.000236,0.000472,0.000882,0.220284419,0.000195,0.000751,0.000544,0.010009125,0.000243
holon_lauren_21,0.000598,0.000269,0.000224,0.000864,0.421866639,0.000564,0.000456,0.000806,0.000354,0.03215169,0.000324,0.000691,0.000387,0.001205212,0.000335,0.029687695,0.000206,0.000855,0.012903741,0.102267945,0.000315,0.000238,0.000477,0.000891,0.349812933,0.000197,0.020353847,0.020144448,0.000309,0.000245
holon_lauren_22,0.000604,0.000272,0.000226,0.010767006,0.51509276,0.000569,0.000461,0.000814,0.000357,0.101732406,0.000328,0.000698,0.000391,0.021006448,0.000339,0.000297,0.000208,0.000863,0.013031419,0.093385196,0.000318,0.00024,0.000482,0.0009,0.19495973,0.000199,0.000766,0.040133081,0.000313,0.000248
holon_lauren_23,0.000598,0.000269,0.000224,0.000864,0.421866639,0.000564,0.000456,0.000806,0.000354,0.00275856,0.000324,0.020286778,0.000387,0.001205212,0.000335,0.000295,0.000206,0.000855,0.003106031,0.210042757,0.000315,0.000238,0.000477,0.000891,0.320419803,0.009994436,0.000758,0.000549,0.000309,0.000245
