names,topic0,topic1,topic2,topic3,topic4,topic5,topic6,topic7,topic8,topic9,topic10,topic11,topic12,topic13,topic14,topic15,topic16,topic17,topic18,topic19,topic20,topic21,topic22,topic23,topic24,topic25,topic26,topic27,topic28,topic29
caussin_herm_1620_15,0.000593,0.000267,0.000222,0.000855,0.00056,0.000558,0.000452,0.000798,0.000351,0.04154238,0.000321,0.000685,0.000383,0.001193519,0.000332,0.000292,0.000204,0.000847,0.381479105,0.013951858,0.000312,0.446557394,0.000472,0.000882,0.103852661,0.000195,0.000751,0.000544,0.000306,0.000243
caussin_herm_1620_16,0.000593,0.000267,0.000222,0.020260715,0.00056,0.000558,0.000452,0.000798,0.000351,0.002731794,0.000321,0.000685,0.000383,0.010896165,0.000332,0.000292,0.000204,0.059062446,0.148615591,0.004249211,0.000312,0.504773272,0.000472,0.020287442,0.191176479,0.000195,0.000751,0.02965164,0.000306,0.000243
caussin_herm_1620_17,0.000604,0.000272,0.000226,0.000872,0.000571,0.000569,0.020249985,0.099760524,0.000357,0.03246982,0.000328,0.020487509,0.000391,0.001217138,0.000339,0.000297,0.000208,0.000863,0.062504695,0.113174506,0.000318,0.386131871,0.000482,0.0009,0.254327661,0.000199,0.000766,0.000554,0.000313,0.000248
caussin_herm_1620_18,0.000593,0.000267,0.000222,0.000855,0.00056,0.010260696,0.000452,0.000798,0.000351,0.012434441,0.000321,0.000685,0.000383,0.001193519,0.058547928,0.000292,0.000204,0.000847,0.051589127,0.004249211,0.000312,0.640610322,0.000472,0.000882,0.210581772,0.000195,0.000751,0.000544,0.000306,0.000243
caussin_herm_1620_19,0.000593,0.000267,0.000222,0.000855,0.00056,0.000558,0.000452,0.000798,0.000351,0.187082076,0.000321,0.078305822,0.010085675,0.001193519,0.000332,0.000292,0.000204,0.039657153,0.061291773,0.03335715,0.000312,0.349530929,0.000472,0.000882,0.229987065,0.000195,0.000751,0.000544,0.000306,0.000243
caussin_herm_1620_20,0.000593,0.000267,0.000222,0.000855,0.019964912,0.000558,0.029559674,0.000798,0.000351,0.119163551,0.000321,0.000685,0.000383,0.001193519,0.000332,0.000292,0.000204,0.010549214,0.012778541,0.072167736,0.000312,0.136072708,0.000472,0.000882,0.16206854,0.000195,0.427667511,0.000544,0.000306,0.000243
caussin_herm_1620_21,0.000593,0.000267,0.000222,0.000855,0.00056,0.000558,0.000452,0.000798,0.000351,0.060947673,0.010023966,0.029792589,0.000383,0.001193519,0.000332,0.000292,0.000204,0.000847,0.158318237,0.130383615,0.019717343,0.533881211,0.019877791,0.000882,0.02623149,0.000195,0.000751,0.000544,0.000306,0.000243
caussin_herm_1620_22,0.000593,0.000267,0.000222,0.049368655,0.00056,0.000558,0.000452,0.000798,0.000351,0.04154238,0.000321,0.000685,0.000383,0.001193519,0.000332,0.000292,0.048716759,0.000847,0.255344702,0.004249211,0.000312,0.582394444,0.000472,0.000882,0.006826197,0.000195,0.000751,0.000544,0.000306,0.000243
caussin_herm_1620_23,0.000593,0.000267,0.019627166,0.029963362,0.00056,0.000558,0.000452,0.000798,0.000351,0.002731794,0.000321,0.000685,0.019788322,0.030301458,0.000332,0.000292,0.000204,0.0493598,0.197128823,0.052762443,0.000312,0.485367979,0.000472,0.000882,0.103852661,0.000195,0.000751,0.000544,0.000306,0.000243
caussin_herm_1620_24,0.010295158,0.000267,0.000222,0.000855,0.00056,0.000558,0.116883492,0.000798,0.000351,0.002731794,0.000321,0.000685,0.000383,0.001193519,0.000332,0.000292,0.000204,0.000847,0.187426177,0.072167736,0.000312,0.368936222,0.000472,0.000882,0.229987065,0.000195,0.000751,0.000544,0.000306,0.000243
caussin_herm_1620_25,0.000593,0.000267,0.000222,0.000855,0.00056,0.000558,0.000452,0.000798,0.000351,0.002731794,0.000321,0.000685,0.000383,0.069112044,0.000332,0.000292,0.000204,0.000847,0.119507652,0.03335715,0.077933221,0.514475919,0.000472,0.000882,0.171771186,0.000195,0.000751,0.000544,0.000306,0.000243
caussin_herm_1620_26,0.000593,0.000267,0.000222,0.000855,0.00056,0.019963342,0.000452,0.000798,0.000351,0.002731794,0.019726613,0.068603175,0.000383,0.098219983,0.000332,0.000292,0.000204,0.000847,0.051589127,0.004249211,0.10704116,0.446557394,0.000472,0.010584796,0.16206854,0.000195,0.000751,0.000544,0.000306,0.000243
caussin_herm_1620_27,0.000593,0.000267,0.000222,0.000855,0.00056,0.000558,0.000452,0.000798,0.000351,0.002731794,0.000321,0.000685,0.000383,0.010896165,0.000332,0.000292,0.000204,0.000847,0.003075894,0.149788908,0.000312,0.562989151,0.000472,0.000882,0.210581772,0.000195,0.000751,0.039354287,0.010009125,0.000243
caussin_herm_1620_28,0.000593,0.000267,0.000222,0.000855,0.010262266,0.126692453,0.000452,0.029906117,0.000351,0.002731794,0.000321,0.000685,0.000383,0.001193519,0.000332,0.000292,0.000204,0.059062446,0.032183834,0.149788908,0.000312,0.475665333,0.000472,0.000882,0.103852661,0.000195,0.000751,0.000544,0.000306,0.000243
caussin_herm_1620_29,0.000593,0.000267,0.000222,0.000855,0.00056,0.000558,0.010154381,0.000798,0.000351,0.080352966,0.039131906,0.107413761,0.048896261,0.001193519,0.000332,0.000292,0.000204,0.078467739,0.051589127,0.237112725,0.000312,0.029343597,0.000472,0.000882,0.307608236,0.000195,0.000751,0.000544,0.000306,0.000243
caussin_herm_1620_30,0.000598,0.000269,0.000224,0.000864,0.000565,0.010361227,0.000456,0.000806,0.000354,0.02235398,0.000324,0.000691,0.000387,0.001205212,0.000335,0.000295,0.000206,0.000855,0.032499162,0.043481684,0.000315,0.637089126,0.010274838,0.000891,0.232240412,0.000197,0.000758,0.000549,0.000309,0.000245
caussin_herm_1620_31,0.000598,0.000269,0.000224,0.000864,0.000565,0.000564,0.000456,0.000806,0.000354,0.03215169,0.000324,0.000691,0.000387,0.001205212,0.000335,0.000295,0.000206,0.010652572,0.140273973,0.033683974,0.000315,0.617493706,0.000477,0.000891,0.10487018,0.000197,0.000758,0.000549,0.000309,0.049233757
caussin_herm_1620_32,0.010295158,0.000267,0.000222,0.000855,0.00056,0.000558,0.000452,0.000798,0.000351,0.002731794,0.000321,0.088008468,0.000383,0.195246447,0.000332,0.000292,0.000204,0.000847,0.051589127,0.013951858,0.000312,0.45626004,0.000472,0.000882,0.171771186,0.000195,0.000751,0.000544,0.000306,0.000243
caussin_herm_1620_33,0.000593,0.000267,0.000222,0.000855,0.00056,0.10728716,0.000452,0.000798,0.000351,0.002731794,0.039131906,0.000685,0.000383,0.253462326,0.000332,0.000292,0.000204,0.010549214,0.061291773,0.03335715,0.000312,0.242801819,0.000472,0.000882,0.210581772,0.000195,0.029859007,0.000544,0.000306,0.000243
caussin_herm_1620_34,0.049105744,0.000267,0.000222,0.000855,0.00056,0.000558,0.000452,0.000798,0.000351,0.002731794,0.000321,0.049197882,0.000383,0.059409397,0.000332,0.000292,0.009906174,0.000847,0.197128823,0.120680968,0.068230575,0.194288586,0.019877791,0.000882,0.16206854,0.000195,0.000751,0.000544,0.000306,0.058458706
caussin_herm_1620_35,0.000593,0.000267,0.000222,0.000855,0.175207255,0.049071282,0.000452,0.04931141,0.000351,0.04154238,0.000321,0.000685,0.000383,0.107922629,0.000332,0.000292,0.000204,0.000847,0.032183834,0.013951858,0.010014696,0.330125636,0.000472,0.000882,0.152365894,0.000195,0.000751,0.000544,0.000306,0.029350767
caussin_herm_1620_36,0.000593,0.000267,0.000222,0.078476594,0.00056,0.000558,0.000452,0.000798,0.000351,0.109460905,0.000321,0.000685,0.029490968,0.098219983,0.000332,0.000292,0.000204,0.000847,0.051589127,0.004249211,0.039122635,0.330125636,0.000472,0.127016553,0.123257954,0.000195,0.000751,0.000544,0.000306,0.000243
caussin_herm_1620_37,0.00061,0.000275,0.000229,0.000881,0.000576,0.000575,0.000465,0.000822,0.000361,0.002813695,0.000331,0.000705,0.000395,0.061190527,0.000342,0.0003,0.00021,0.000872,0.023155187,0.074331369,0.000321,0.509913147,0.000487,0.000909,0.31683052,0.000201,0.000774,0.00056,0.000316,0.00025
caussin_herm_1620_38,0.000593,0.000267,0.000222,0.000855,0.00056,0.010260696,0.058667613,0.020203471,0.000351,0.002731794,0.000321,0.000685,0.000383,0.098219983,0.000332,0.000292,0.000204,0.000847,0.148615591,0.052762443,0.000312,0.427152101,0.000472,0.000882,0.123257954,0.01960011,0.000751,0.000544,0.029414418,0.000243
caussin_herm_1620_39,0.000593,0.000267,0.000222,0.107584533,0.00056,0.000558,0.000452,0.000798,0.019755855,0.002731794,0.000321,0.000685,0.000383,0.069112044,0.000332,0.000292,0.000204,0.000847,0.255344702,0.06246509,0.000312,0.368936222,0.000472,0.000882,0.103852661,0.000195,0.000751,0.000544,0.000306,0.000243
caussin_herm_1620_40,0.000593,0.000267,0.000222,0.000855,0.00056,0.000558,0.000452,0.000798,0.000351,0.04154238,0.000321,0.000685,0.000383,0.059409397,0.000332,0.000292,0.000204,0.000847,0.090399712,0.023654504,0.000312,0.436854747,0.010175145,0.000882,0.327013529,0.000195,0.000751,0.000544,0.000306,0.000243
caussin_herm_1620_41,0.000593,0.000267,0.000222,0.000855,0.184909902,0.000558,0.000452,0.000798,0.000351,0.002731794,0.000321,0.000685,0.000383,0.030301458,0.000332,0.000292,0.000204,0.000847,0.070994419,0.072167736,0.000312,0.59209709,0.000472,0.000882,0.035934136,0.000195,0.000751,0.000544,0.000306,0.000243
caussin_herm_1620_42,0.000593,0.000267,0.000222,0.126989826,0.00056,0.010260696,0.000452,0.000798,0.048863794,0.002731794,0.000321,0.000685,0.000383,0.030301458,0.019737342,0.000292,0.000204,0.000847,0.003075894,0.004249211,0.000312,0.465962686,0.000472,0.000882,0.220284419,0.039005403,0.010453714,0.000544,0.010009125,0.000243
caussin_herm_1620_43,0.000593,0.000267,0.000222,0.000855,0.00056,0.000558,0.000452,0.04931141,0.000351,0.022137087,0.000321,0.1365217,0.000383,0.001193519,0.000332,0.000292,0.000204,0.000847,0.284452641,0.03335715,0.048825282,0.388341515,0.000472,0.000882,0.02623149,0.000195,0.000751,0.000544,0.000306,0.000243
caussin_herm_1620_44,0.000593,0.000267,0.000222,0.010558069,0.019964912,0.000558,0.000452,0.000798,0.000351,0.031839734,0.000321,0.117116407,0.000383,0.001193519,0.010034695,0.000292,0.000204,0.000847,0.090399712,0.023654504,0.000312,0.436854747,0.000472,0.000882,0.142663247,0.058410696,0.029859007,0.019948994,0.000306,0.000243
caussin_herm_1620_45,0.00061,0.000275,0.000229,0.000881,0.000576,0.060536007,0.000465,0.000822,0.080309374,0.052781384,0.000331,0.000705,0.01038805,0.001229301,0.000342,0.01029399,0.00021,0.000872,0.103103489,0.054344294,0.000321,0.419971307,0.000487,0.000909,0.196908067,0.000201,0.000774,0.00056,0.000316,0.00025
caussin_herm_1620_46,0.000598,0.029662436,0.000224,0.000864,0.000565,0.010361227,0.000456,0.000806,0.000354,0.081140241,0.000324,0.12806159,0.000387,0.001205212,0.000335,0.000295,0.000206,0.108629673,0.003106031,0.131661076,0.000315,0.010035677,0.000477,0.000891,0.359610644,0.000197,0.128128659,0.000549,0.000309,0.000245
caussin_herm_1620_47,0.000593,0.000267,0.000222,0.000855,0.087883437,0.000558,0.000452,0.000798,0.000351,0.022137087,0.000321,0.097711114,0.000383,0.001193519,0.000332,0.000292,0.000204,0.000847,0.100102359,0.110978322,0.000312,0.301017697,0.000472,0.000882,0.268797651,0.000195,0.000751,0.000544,0.000306,0.000243
caussin_herm_1620_48,0.029700451,0.000267,0.000222,0.000855,0.00056,0.019963342,0.000452,0.039608763,0.000351,0.022137087,0.010023966,0.000685,0.000383,0.001193519,0.000332,0.019697,0.000204,0.000847,0.138912944,0.043059797,0.048825282,0.398044161,0.000472,0.000882,0.220284419,0.000195,0.000751,0.000544,0.000306,0.000243
caussin_herm_1620_49,0.000593,0.000267,0.000222,0.000855,0.00056,0.000558,0.000452,0.000798,0.000351,0.012434441,0.000321,0.000685,0.000383,0.001193519,0.010034695,0.000292,0.01960882,0.000847,0.100102359,0.004249211,0.000312,0.359233576,0.155714841,0.068800674,0.259095004,0.000195,0.000751,0.000544,0.000306,0.000243
caussin_herm_1620_50,0.010295158,0.000267,0.000222,0.000855,0.00056,0.000558,0.000452,0.000798,0.000351,0.002731794,0.000321,0.097711114,0.000383,0.001193519,0.000332,0.000292,0.000204,0.000847,0.138912944,0.023654504,0.000312,0.572691797,0.000472,0.000882,0.142663247,0.000195,0.000751,0.000544,0.000306,0.000243
caussin_herm_1620_51,0.097618976,0.000267,0.019627166,0.000855,0.00056,0.000558,0.000452,0.010500824,0.000351,0.002731794,0.000321,0.000685,0.000383,0.001193519,0.058547928,0.000292,0.000204,0.000847,0.129210298,0.013951858,0.000312,0.417449454,0.000472,0.000882,0.239689711,0.000195,0.000751,0.000544,0.000306,0.000243
caussin_herm_1620_52,0.000593,0.000267,0.000222,0.000855,0.029667559,0.000558,0.000452,0.000798,0.000351,0.002731794,0.000321,0.000685,0.000383,0.001193519,0.000332,0.000292,0.000204,0.000847,0.109805005,0.023654504,0.000312,0.553286504,0.000472,0.000882,0.249392358,0.000195,0.010453714,0.000544,0.000306,0.009945474
caussin_herm_1620_53,0.000604,0.000272,0.000226,0.000872,0.000571,0.000569,0.000461,0.000814,0.000357,0.01268051,0.000328,0.000698,0.000391,0.040795758,0.000339,0.000297,0.000208,0.000863,0.03282073,0.103279851,0.000318,0.603814283,0.000482,0.0009,0.165275765,0.000199,0.030449896,0.000554,0.000313,0.000248
caussin_herm_1620_54,0.049105744,0.000267,0.000222,0.000855,0.00056,0.000558,0.000452,0.000798,0.000351,0.012434441,0.000321,0.000685,0.000383,0.001193519,0.000332,0.000292,0.000204,0.000847,0.090399712,0.03335715,0.000312,0.601799736,0.000472,0.000882,0.200879126,0.000195,0.000751,0.000544,0.000306,0.000243
caussin_herm_1620_55,0.000604,0.000272,0.000226,0.000872,0.000571,0.040147713,0.000461,0.000814,0.000357,0.042364475,0.000328,0.000698,0.000391,0.001217138,0.000339,0.000297,0.000208,0.000863,0.09218866,0.053806576,0.000318,0.613708938,0.000482,0.0009,0.145486454,0.000199,0.000766,0.000554,0.000313,0.000248
caussin_herm_1620_56,0.000593,0.000267,0.000222,0.000855,0.00056,0.039368635,0.000452,0.000798,0.000351,0.002731794,0.000321,0.000685,0.000383,0.001193519,0.000332,0.009994353,0.000204,0.010549214,0.022481187,0.013951858,0.000312,0.465962686,0.000472,0.000882,0.317310883,0.000195,0.107480179,0.000544,0.000306,0.000243
caussin_herm_1620_57,0.000593,0.000267,0.000222,0.000855,0.00056,0.000558,0.048964967,0.000798,0.000351,0.04154238,0.000321,0.000685,0.000383,0.001193519,0.000332,0.000292,0.000204,0.000847,0.080697066,0.004249211,0.000312,0.601799736,0.000472,0.000882,0.200879126,0.000195,0.010453714,0.000544,0.000306,0.000243
caussin_herm_1620_58,0.000623,0.00028,0.000233,0.000899,0.000588,0.041375915,0.000475,0.000839,0.000368,0.013068433,0.000338,0.00072,0.000403,0.031846431,0.000349,0.000307,0.000214,0.00089,0.02362743,0.05545263,0.000328,0.540707381,0.000497,0.000927,0.282502773,0.000205,0.000789,0.000571,0.000322,0.000255
caussin_herm_1620_59,0.002342906,0.001054553,0.039243449,0.003382504,0.002212843,0.002206635,0.001786246,0.003156147,0.231582897,0.010802036,0.00127056,0.002707237,0.001514569,0.004719401,0.001312985,0.077885701,0.000805,0.003347489,0.088894911,0.016802193,0.154698377,0.000932,0.001868349,0.003488187,0.333921033,0.00077,0.002969866,0.002149898,0.001211876,0.00096
caussin_nabuch_1620_00,0.000593,0.000267,0.000222,0.000855,0.00056,0.000558,0.000452,0.000798,0.000351,0.109460905,0.000321,0.243250811,0.000383,0.001193519,0.000332,0.000292,0.000204,0.000847,0.012778541,0.402057715,0.000312,0.000236,0.000472,0.000882,0.200879126,0.000195,0.010453714,0.000544,0.010009125,0.000243
caussin_nabuch_1620_01,0.000593,0.000267,0.000222,0.000855,0.00056,0.000558,0.000452,0.020203471,0.000351,0.245297955,0.019726613,0.320871982,0.000383,0.020598812,0.010034695,0.000292,0.000204,0.068765092,0.003075894,0.237112725,0.000312,0.000236,0.000472,0.000882,0.045636783,0.000195,0.000751,0.000544,0.000306,0.000243
caussin_nabuch_1620_02,0.000593,0.000267,0.000222,0.000855,0.00056,0.000558,0.000452,0.000798,0.000351,0.429648237,0.000321,0.311169336,0.000383,0.001193519,0.000332,0.000292,0.000204,0.000847,0.003075894,0.091573029,0.000312,0.000236,0.000472,0.000882,0.152365894,0.000195,0.000751,0.000544,0.000306,0.000243
caussin_nabuch_1620_03,0.000593,0.000267,0.000222,0.000855,0.00056,0.000558,0.000452,0.000798,0.000351,0.613998519,0.000321,0.000685,0.000383,0.030301458,0.000332,0.000292,0.000204,0.000847,0.04188648,0.03335715,0.000312,0.000236,0.000472,0.146421846,0.123257954,0.000195,0.000751,0.000544,0.000306,0.000243
caussin_nabuch_1620_04,0.000593,0.000267,0.000222,0.000855,0.00056,0.000558,0.000452,0.029906117,0.000351,0.468458823,0.000321,0.068603175,0.000383,0.001193519,0.000332,0.000292,0.000204,0.000847,0.022481187,0.149788908,0.000312,0.000236,0.010175145,0.000882,0.239689711,0.000195,0.000751,0.000544,0.000306,0.000243
caussin_nabuch_1620_05,0.000593,0.000267,0.000222,0.11728718,0.00056,0.000558,0.000452,0.000798,0.000351,0.206487369,0.000321,0.4081958,0.000383,0.001193519,0.000332,0.000292,0.000204,0.000847,0.003075894,0.208004786,0.000312,0.000236,0.000472,0.000882,0.045636783,0.000195,0.000751,0.000544,0.000306,0.000243
caussin_nabuch_1620_06,0.000593,0.000267,0.000222,0.000855,0.00056,0.000558,0.039262321,0.029906117,0.000351,0.196784723,0.000321,0.282061397,0.000383,0.001193519,0.000332,0.000292,0.000204,0.000847,0.070994419,0.110978322,0.000312,0.000236,0.000472,0.020287442,0.16206854,0.000195,0.000751,0.068462226,0.000306,0.009945474
caussin_nabuch_1620_07,0.000593,0.000267,0.000222,0.22401629,0.00056,0.000558,0.000452,0.088121996,0.000351,0.002731794,0.000321,0.185034932,0.000383,0.001193519,0.000332,0.000292,0.000204,0.010549214,0.003075894,0.208004786,0.000312,0.000236,0.000472,0.088205967,0.181473833,0.000195,0.000751,0.000544,0.000306,0.000243
caussin_nabuch_1620_08,0.000593,0.136103743,0.000222,0.000855,0.00056,0.000558,0.000452,0.029906117,0.000351,0.04154238,0.000321,0.117116407,0.000383,0.001193519,0.000332,0.009994353,0.000204,0.039657153,0.003075894,0.256518018,0.000312,0.000236,0.000472,0.127016553,0.191176479,0.000195,0.000751,0.000544,0.039117065,0.000243
caussin_nabuch_1620_09,0.000593,0.000267,0.000222,0.000855,0.00056,0.000558,0.010154381,0.000798,0.000351,0.458756176,0.000321,0.243250811,0.000383,0.001193519,0.000332,0.000292,0.000204,0.000847,0.003075894,0.178896847,0.000312,0.000236,0.010175145,0.000882,0.084447369,0.000195,0.000751,0.000544,0.000306,0.000243
caussin_nabuch_1620_10,0.000593,0.000267,0.000222,0.000855,0.126694023,0.058773928,0.000452,0.010500824,0.000351,0.04154238,0.000321,0.029792589,0.000383,0.001193519,0.000332,0.097318171,0.000204,0.000847,0.051589127,0.392355068,0.000312,0.000236,0.000472,0.000882,0.084447369,0.000195,0.097777532,0.000544,0.000306,0.000243
caussin_nabuch_1620_11,0.000593,0.029374632,0.000222,0.000855,0.00056,0.000558,0.000452,0.000798,0.05856644,0.109460905,0.000321,0.194737579,0.000383,0.020598812,0.000332,0.000292,0.000204,0.000847,0.138912944,0.237112725,0.000312,0.000236,0.000472,0.020287442,0.181473833,0.000195,0.000751,0.000544,0.000306,0.000243
caussin_nabuch_1620_12,0.000593,0.000267,0.000222,0.000855,0.00056,0.000558,0.000452,0.000798,0.000351,0.31321648,0.000321,0.029792589,0.000383,0.020598812,0.000332,0.000292,0.000204,0.000847,0.003075894,0.353544483,0.039122635,0.000236,0.000472,0.117313907,0.094150015,0.000195,0.000751,0.000544,0.019711772,0.000243
caussin_nabuch_1620_13,0.000593,0.000267,0.000222,0.000855,0.019964912,0.000558,0.000452,0.000798,0.000351,0.245297955,0.000321,0.049197882,0.000383,0.030301458,0.000332,0.165236696,0.068122052,0.000847,0.061291773,0.324436543,0.000312,0.000236,0.000472,0.000882,0.006826197,0.000195,0.020156361,0.000544,0.000306,0.000243
caussin_nabuch_1620_14,0.000593,0.000267,0.000222,0.000855,0.00056,0.078179221,0.000452,0.097824642,0.000351,0.099758258,0.000321,0.223845518,0.000383,0.001193519,0.000332,0.000292,0.000204,0.000847,0.051589127,0.217707433,0.000312,0.000236,0.000472,0.000882,0.142663247,0.000195,0.078372239,0.000544,0.000306,0.000243
caussin_nabuch_1620_15,0.000593,0.000267,0.087545691,0.000855,0.00056,0.000558,0.000452,0.175445813,0.000351,0.099758258,0.000321,0.243250811,0.000383,0.020598812,0.000332,0.039102293,0.000204,0.000847,0.003075894,0.275923311,0.000312,0.000236,0.000472,0.000882,0.045636783,0.000195,0.000751,0.000544,0.000306,0.000243
caussin_nabuch_1620_16,0.000593,0.000267,0.000222,0.000855,0.00056,0.000558,0.000452,0.136635228,0.000351,0.196784723,0.000321,0.223845518,0.000383,0.020598812,0.000332,0.000292,0.000204,0.000847,0.003075894,0.188599493,0.000312,0.000236,0.039283084,0.000882,0.171771186,0.000195,0.000751,0.000544,0.000306,0.009945474
caussin_nabuch_1620_17,0.000593,0.000267,0.000222,0.039666008,0.00056,0.000558,0.000452,0.000798,0.000351,0.352027066,0.000321,0.330574629,0.000383,0.001193519,0.000332,0.000292,0.000204,0.000847,0.003075894,0.149788908,0.000312,0.000236,0.000472,0.000882,0.113555308,0.000195,0.000751,0.000544,0.000306,0.000243
caussin_nabuch_1620_18,0.000593,0.019671985,0.000222,0.000855,0.00056,0.000558,0.000452,0.000798,0.000351,0.264703248,0.000321,0.088008468,0.000383,0.001193519,0.000332,0.039102293,0.000204,0.000847,0.003075894,0.120680968,0.000312,0.000236,0.010175145,0.000882,0.200879126,0.000195,0.233614582,0.000544,0.010009125,0.000243
caussin_nabuch_1620_19,0.000593,0.000267,0.000222,0.000855,0.00056,0.000558,0.010154381,0.029906117,0.000351,0.400540298,0.000321,0.146224347,0.000383,0.001193519,0.000332,0.000292,0.000204,0.000847,0.04188648,0.120680968,0.000312,0.000236,0.000472,0.165827139,0.065042076,0.000195,0.010453714,0.000544,0.000306,0.000243
caussin_nabuch_1620_20,0.000598,0.000269,0.000224,0.000864,0.000565,0.000564,0.000456,0.000806,0.000354,0.424060096,0.000324,0.167252431,0.000387,0.001205212,0.000335,0.000295,0.000206,0.000855,0.003106031,0.141458786,0.000315,0.000238,0.000477,0.000891,0.046083919,0.000197,0.20651034,0.000549,0.000309,0.000245
caussin_nabuch_1620_21,0.000593,0.000267,0.000222,0.059071301,0.00056,0.000558,0.000452,0.000798,0.000351,0.235595308,0.000321,0.291764043,0.000383,0.010896165,0.010034695,0.000292,0.000204,0.000847,0.003075894,0.256518018,0.000312,0.000236,0.000472,0.049395382,0.055339429,0.000195,0.020156361,0.000544,0.000306,0.000243
caussin_nabuch_1620_22,0.000593,0.000267,0.000222,0.000855,0.049072852,0.000558,0.000452,0.000798,0.000351,0.002731794,0.000321,0.4081958,0.000383,0.137030569,0.000332,0.009994353,0.000204,0.010549214,0.003075894,0.208004786,0.000312,0.000236,0.000472,0.10761126,0.055339429,0.000195,0.000751,0.000544,0.000306,0.000243
caussin_nabuch_1620_23,0.000593,0.019671985,0.000222,0.000855,0.184909902,0.000558,0.000452,0.000798,0.000351,0.031839734,0.000321,0.252953457,0.000383,0.059409397,0.000332,0.000292,0.000204,0.000847,0.012778541,0.178896847,0.000312,0.000236,0.000472,0.000882,0.239689711,0.000195,0.010453714,0.000544,0.000306,0.000243
caussin_nabuch_1620_24,0.000593,0.000267,0.000222,0.000855,0.00056,0.000558,0.000452,0.068716703,0.048863794,0.342324419,0.019726613,0.204440225,0.000383,0.059409397,0.000332,0.000292,0.000204,0.000847,0.003075894,0.19830214,0.000312,0.000236,0.000472,0.000882,0.035934136,0.000195,0.010453714,0.000544,0.000306,0.000243
caussin_nabuch_1620_25,0.000593,0.000267,0.000222,0.000855,0.00056,0.000558,0.000452,0.000798,0.000351,0.157974137,0.048834552,0.117116407,0.000383,0.001193519,0.000332,0.000292,0.000204,0.15608891,0.003075894,0.392355068,0.000312,0.000236,0.000472,0.000882,0.113555308,0.000195,0.000751,0.000544,0.000306,0.000243
caussin_nabuch_1620_26,0.000593,0.000267,0.000222,0.000855,0.00056,0.000558,0.000452,0.010500824,0.000351,0.148271491,0.000321,0.000685,0.000383,0.001193519,0.000332,0.000292,0.000204,0.029954507,0.012778541,0.450570947,0.116743807,0.000236,0.000472,0.000882,0.103852661,0.048708049,0.068669593,0.000544,0.000306,0.000243
caussin_nabuch_1620_27,0.000593,0.000267,0.000222,0.000855,0.00056,0.000558,0.000452,0.068716703,0.000351,0.410242944,0.000321,0.291764043,0.000383,0.001193519,0.000332,0.000292,0.000204,0.000847,0.003075894,0.110978322,0.000312,0.000236,0.039283084,0.000882,0.065042076,0.000195,0.000751,0.000544,0.000306,0.000243
caussin_nabuch_1620_28,0.000593,0.000267,0.000222,0.000855,0.00056,0.000558,0.000452,0.097824642,0.000351,0.216190016,0.000321,0.175332286,0.000383,0.020598812,0.058547928,0.000292,0.000204,0.0493598,0.003075894,0.314733897,0.000312,0.000236,0.000472,0.000882,0.045636783,0.000195,0.010453714,0.000544,0.000306,0.000243
caussin_nabuch_1620_29,0.019997805,0.000267,0.000222,0.020260715,0.029667559,0.000558,0.000452,0.020203471,0.000351,0.293811187,0.000321,0.27235875,0.000383,0.001193519,0.000332,0.000292,0.000204,0.000847,0.003075894,0.004249211,0.000312,0.000236,0.000472,0.185232432,0.142663247,0.000195,0.000751,0.000544,0.000306,0.000243
caussin_nabuch_1620_30,0.000598,0.000269,0.000224,0.000864,0.078946784,0.000564,0.000456,0.000806,0.000354,0.139926502,0.000324,0.451386025,0.000387,0.050193763,0.000335,0.000295,0.000206,0.000855,0.003106031,0.043481684,0.000315,0.000238,0.000477,0.000891,0.202847281,0.000197,0.000758,0.020144448,0.000309,0.000245
caussin_nabuch_1620_31,0.000593,0.000267,0.000222,0.049368655,0.00056,0.000558,0.000452,0.000798,0.000351,0.012434441,0.000321,0.301466689,0.000383,0.001193519,0.000332,0.000292,0.000204,0.000847,0.003075894,0.237112725,0.000312,0.000236,0.000472,0.000882,0.385229408,0.000195,0.000751,0.000544,0.000306,0.000243
caussin_nabuch_1620_32,0.078213683,0.000267,0.000222,0.000855,0.00056,0.000558,0.000452,0.000798,0.000351,0.022137087,0.000321,0.466411679,0.000383,0.001193519,0.000332,0.019697,0.000204,0.000847,0.003075894,0.03335715,0.000312,0.000236,0.000472,0.000882,0.356121469,0.000195,0.000751,0.000544,0.000306,0.009945474
caussin_nabuch_1620_33,0.00061,0.000275,0.000229,0.110809984,0.000576,0.000575,0.000465,0.040796258,0.000361,0.022800771,0.000331,0.320498383,0.000395,0.001229301,0.000342,0.0003,0.00021,0.000872,0.043142263,0.094318445,0.000321,0.000243,0.000487,0.000909,0.356804671,0.000201,0.000774,0.00056,0.000316,0.00025
caussin_nabuch_1620_34,0.000593,0.000267,0.000222,0.000855,0.00056,0.058773928,0.000452,0.010500824,0.000351,0.022137087,0.000321,0.4081958,0.000383,0.001193519,0.000332,0.000292,0.000204,0.000847,0.04188648,0.091573029,0.000312,0.000236,0.000472,0.10761126,0.239689711,0.009897464,0.000751,0.000544,0.000306,0.000243
